"SOURCE","TARGET"
"Sandy Lal","Wesley E. Weston"
"Marshall Mathers","Aliaune Thiam"
"Luis Resto","Aliaune Thiam"
"Mike Strange","Aliaune Thiam"
"Daniel Johnson","Onika Maraj"
"Esther Dean","Onika Maraj"
"Adam Levine","Travie McCoy"
"Benjamin Levin","Travie McCoy"
"Sterling Fox","Travie McCoy"
"Ammar Malik","Travie McCoy"
"Dan Omelio","Travie McCoy"
"Bill Jackson","George Williams"
"Roy Straigis","George Williams"
"Tim Mosley","Timothy ""Attitude"" Clayton"
"Nelly Furtado","Timothy ""Attitude"" Clayton"
"Nate Hills","Timothy ""Attitude"" Clayton"
"Rita Ora","Iggy Azalea"
"Tor Erik Hermansen","Iggy Azalea"
"Mikkel Storleer Eriksen","Iggy Azalea"
"Benjamin Levin","Iggy Azalea"
"Katy Perry","Iggy Azalea"
"Sarah Hudson","Iggy Azalea"
"Jacob Kasher","Charlie Puth"
"Uli Brenner","Melanie Thornton"
"Gerd Amir Saraf","Melanie Thornton"
"Lane McCray","Melanie Thornton"
"Tevin Campbell","Narada Michael Walden"
"Sally Jo Dakota","Narada Michael Walden"
"John ""Virgo"" Garrett III","Benito Benites"
"Thea Austin","Benito Benites"
"Toni C.","Benito Benites"
"Scott Stapp","Mark Tremonti"
"Teedra Moses","Poli Paul"
"Lukasz Gottwald","Jessica Cornish"
"Claude Kelly","Jessica Cornish"
"Max Martin","Jessica Cornish"
"Henry Walter","Jessica Cornish"
"Miles McCollum","Shelley Massenburg-Smith"
"Rogét Chahayed","Shelley Massenburg-Smith"
"Julian Gramma","Shelley Massenburg-Smith"
"Eric Frederic","Ashley Frangipane"
"Justin Tranter","Ashley Frangipane"
"Rogét Chahayed","Ashley Frangipane"
"Sheryl Crow","Kid Rock"
"Wendy Waldman","Phil Galdston"
"Jon Lind","Phil Galdston"
"Troy Oliver","Jennifer Lopez"
"Andre Deyo","Jennifer Lopez"
"Samuel Barnes","Jennifer Lopez"
"Jean Claude Olivier","Jennifer Lopez"
"Jose Fernando Arbex Miro","Jennifer Lopez"
"Lawrence Parker","Jennifer Lopez"
"Scott Sterling","Jennifer Lopez"
"Michael Oliver","Jennifer Lopez"
"David Styles","Jennifer Lopez"
"Jason Phillips","Jennifer Lopez"
"Michael Bivins","Dallas Austin"
"Nathan Morris","Dallas Austin"
"Shawn Stockman","Dallas Austin"
"Jake Carter","Dwight Wyatt"
"Joe Sayles","Dwight Wyatt"
"Kevin Scott","Dwight Wyatt"
"Nathan Sayles","Dwight Wyatt"
"Fred Jerkins III","Rodney Jerkins"
"LaShawn Daniels","Rodney Jerkins"
"Harvey Mason, Jr.","Rodney Jerkins"
"Lauren Christy","Avril Lavigne"
"Scott Spock","Avril Lavigne"
"Graham Edwards","Avril Lavigne"
"Johnta Austin","Jermaine Dupri"
"Jaron Alson","Jermaine Dupri"
"Ricky Bell","Jermaine Dupri"
"Ralph Tresvant","Jermaine Dupri"
"Marc Kinchen","John Reid"
"Mark Ross","John Reid"
"David Hobbs","John Reid"
"Nile Rodgers","John Reid"
"Hugh Brankin","John Reid"
"Armando Perez","John Reid"
"Graham Wilson","John Reid"
"Ross Campbell","John Reid"
"James Scheffer","John Reid"
"Bernard Edwards","John Reid"
"Luther Campbell","John Reid"
"Christopher Wongwon","John Reid"
"Mats Persson","Per Gessle"
"Johnny Jackson","Tupac Shakur"
"Babyface","Keith Andes"
"Rob Fusari","Vincent Herbert"
"Mary Brown","Vincent Herbert"
"Calvin Gaines","Vincent Herbert"
"Barry White","Vincent Herbert"
"Richie Sambora","Jon Bon Jovi"
"Max Martin","Jon Bon Jovi"
"Todd Harrell","Brad Arnold"
"Chris Henderson","Brad Arnold"
"Matt Roberts","Brad Arnold"
"Robert Lopez","Kristen Anderson-Lopez"
"Melissa Elliott","Timothy Mosley"
"Clay Cook","John Mayer"
"Ace Young","Chris Daughtry"
"Gregg Wattenberg","Chris Daughtry"
"Mark Wilkerson","Chris Daughtry"
"Timbaland","Justin Timberlake"
"Joseph Giltner","Justin Timberlake"
"Jerome ""J-Roc"" Harmon","Justin Timberlake"
"James Fauntleroy","Justin Timberlake"
"Valerie Simpson","Nickolas Ashford"
"Michael Kamen","Bryan Adams"
"Robert John ""Mutt"" Lange","Bryan Adams"
"Troy Oliver","Jennifer Lopez"
"Cory Rooney","Jennifer Lopez"
"Leshan Lewis","Jennifer Lopez"
"Martin Denny","Jennifer Lopez"
"Edward Bello","Armando Peréz"
"Daniel Seraphine","Armando Peréz"
"David Wolinski","Armando Peréz"
"Nicola Fasano","Armando Peréz"
"Patrick Gonella","Armando Peréz"
"Stefano Bosco","Armando Peréz"
"Ludvig Söderberg","Tove Nilsson"
"Jakob Jerlström","Tove Nilsson"
"Paul Jefferies","Aubrey Graham"
"Timmy Thomas","Aubrey Graham"
"Richard Fairbrass","Fred Fairbrass"
"Rob Manzoli","Fred Fairbrass"
"Kandi Burruss","Kevin ""She'kspere"" Briggs"
"Tameka ""Tiny"" Cottle","Kevin ""She'kspere"" Briggs"
"Lisa Lopes","Kevin ""She'kspere"" Briggs"
"Linus Burdick","Sonia Clarke"
"Simon Belofsky","Sonia Clarke"
"Graeme Pleeth","Sonia Clarke"
"Chad Hugo","Justin Timberlake"
"Pharrell Williams","Justin Timberlake"
"Terrence Thornton","Justin Timberlake"
"Gene Thornton","Justin Timberlake"
"Ashanti Douglas","Jeffrey Atkins"
"Andre Parker","Jeffrey Atkins"
"Irving Lorenzo","Jeffrey Atkins"
"Thomas Bell","Jeffrey Atkins"
"Linda Creed","Jeffrey Atkins"
"Andre Young","Curtis Jackson"
"Mike Elizondo","Curtis Jackson"
"Tim Kelley","Fabolous"
"Bob Robinson","Fabolous"
"Lionel Richie","Fabolous"
"Ronald LaPread","Fabolous"
"Tamia","Fabolous"
"Anthony Henry","Will Adams"
"Allan Pineda","Will Adams"
"Jaime Gomez","Will Adams"
"Lukasz Gottwald","Katy Perry"
"Max Martin","Katy Perry"
"Bonnie McKee","Katy Perry"
"Jeremy Felton","Mick Schultz"
"Curtis Jackson","Mick Schultz"
"Jerry Lee Smith","Charles Axton"
"Floyd Newman","Charles Axton"
"Chips Moman","Charles Axton"
"Gilbert C. Caple","Charles Axton"
"Kevin Gilliam","Shawn Ivy"
"Robert Diggs","Nickolas Ashford"
"Valerie Simpson","Nickolas Ashford"
"Clifford Smith","Nickolas Ashford"
"Scott Storch","Beyoncé Knowles"
"Robert Waller","Beyoncé Knowles"
"Angela Beyincé","Beyoncé Knowles"
"Pete Bellotte","Beyoncé Knowles"
"Giorgio Moroder","Beyoncé Knowles"
"Donna Summer","Beyoncé Knowles"
"Che Smith","Kanye West"
"Miri Ben-Ari","Kanye West"
"Curtis Lundy","Kanye West"
"Kanye West","Aubrey Graham"
"Dwayne Carter, Jr.","Aubrey Graham"
"Marshall Mathers III","Aubrey Graham"
"Matthew Samuels","Aubrey Graham"
"Benito Ocasio","Belcalis Almanzar"
"José Osorio","Belcalis Almanzar"
"Tony Pabón","Belcalis Almanzar"
"Marcos Masis","Belcalis Almanzar"
"Jesus Nieves","Belcalis Almanzar"
"Manny Rodriguez","Belcalis Almanzar"
"Jorden Thorpe","Belcalis Almanzar"
"Anthony White","Belcalis Almanzar"
"Vincent Watson","Belcalis Almanzar"
"Edgar Machuca","Belcalis Almanzar"
"Xavier Vargas","Belcalis Almanzar"
"Edgar Vargas","Belcalis Almanzar"
"Benny Bonnilla","Belcalis Almanzar"
"Justin Bieber","Ed Sheeran"
"Max Martin","Ed Sheeran"
"Shellback","Ed Sheeran"
"Fred Gibson","Ed Sheeran"
"Jason Boyd","Ed Sheeran"
"Omar Jeffery Pineiro","Kanye West"
"Gazzy Garcia","Kanye West"
"Rodolfo Franklin","Kanye West"
"Christopher Barnett","Kanye West"
"James Harris III","Kanye West"
"Tommy Lewis","Kanye West"
"Ronald Spence, Jr.","Kanye West"
"Steven Jordan","Christopher Wallace"
"Mason Betha","Christopher Wallace"
"Bernard Edwards","Christopher Wallace"
"Nile Rodgers","Christopher Wallace"
"Onika Maraj","Daniel Hernandez"
"Shane Lindstrom","Daniel Hernandez"
"Kevin Gomringer","Daniel Hernandez"
"Tim Gomringer","Daniel Hernandez"
"Andrew Green","Daniel Hernandez"
"Marshall Mathers","Andre Young"
"Holly Hafermann","Andre Young"
"Alex Grant","Andre Young"
"Sean Combs","Christopher Wallace"
"Deric Angelettie","Christopher Wallace"
"Ron Lawrence","Christopher Wallace"
"Andy Armer","Christopher Wallace"
"Randy Alpert","Christopher Wallace"
"Stacy Ferguson","William Adams"
"Jaime Gomez","William Adams"
"David Guetta","William Adams"
"Allan Pineda","William Adams"
"Frédéric Riesterer","William Adams"
"Holly Hafermann","Marshall Mathers"
"Alexander Grant","Marshall Mathers"
"Michael Williams II","Kendrick Duckworth"
"Asheton Hogan","Kendrick Duckworth"
"Teddy Geiger","Shawn Mendes"
"Scott Harris","Shawn Mendes"
"Nate Mercereau","Shawn Mendes"
"Jeffrey ""Jeff"" Bhasker","Kanye West"
"Jenny-Bea Englishman","Kanye West"
"Malik Jones","Kanye West"
"LaNeah Menzies","Kanye West"
"Max Martin","Taylor Swift"
"Shellback","Taylor Swift"
"Max Martin","Ariana Grande"
"Savan Kotecha","Ariana Grande"
"Ilya Salmanzadeh","Ariana Grande"
"Jeffery Williams","Austin Post"
"Brian Lee","Austin Post"
"Louis Bell","Austin Post"
"Billy Walsh","Austin Post"
"Val Blavatnik","Austin Post"
"Jessie Foutz","Austin Post"
"Ernest Wilson","Kanye West"
"Scott Mescudi","Kanye West"
"Malik Jones","Kanye West"
"Benjamin Levin","Justin Bieber"
"Ed Sheeran","Justin Bieber"
"Lukasz Gottwald","Avril Lavigne"
"Sam Dew","Taylor Swift"
"Jack Antonoff","Taylor Swift"
"Aubrey Graham","James Baker"
"Brytavious Chambers","James Baker"
"Benny Workman","Aubrey Graham"
"Darius Harrison","Aubrey Graham"
"N. Kobe","Aubrey Graham"
"Caresha Brownlee","Aubrey Graham"
"Jatavia Johnson","Aubrey Graham"
"Stephen Garrett","Aubrey Graham"
"James Scheffer","Aubrey Graham"
"Rex Zamor","Aubrey Graham"
"Dwayne Carter, Jr.","Aubrey Graham"
"Ibra Ake","Aubrey Graham"
"Renetta Lowe-Bridgewater","Aubrey Graham"
"Orville Hall","Aubrey Graham"
"Phillip Price","Aubrey Graham"
"Noah Shebib","Aubrey Graham"
"Aubrey Graham","Robert Williams"
"Wesley Glass","Robert Williams"
"Westen Weiss","Robert Williams"
"David Wolfert","Sandy Linzer"
"Patrick Leonard","Madonna"
"Benny Blanco","Adam Levine"
"Ammar Malik","Adam Levine"
"Shellback","Adam Levine"
"Justin Timberlake","Shawn Carter"
"Terius Nash","Shawn Carter"
"Timothy Mosley","Shawn Carter"
"Jerome Harmon","Shawn Carter"
"Ernest Wilson","Shawn Carter"
"Kurt Cobain","Shawn Carter"
"Dave Grohl","Shawn Carter"
"Krist Novoselic","Shawn Carter"
"Manuel Seal Jr.","Brian Casey"
"Jermaine Dupri","Brian Casey"
"Usher Raymond","Brian Casey"
"Kinnda Hamid","Nadir Khayat"
"AJ Junior","Nadir Khayat"
"Teddy Sky","Nadir Khayat"
"Bilal Hajji","Nadir Khayat"
"Armando Perez","Nadir Khayat"
"Gonzalo Hermosa","Nadir Khayat"
"Ulises Hermosa","Nadir Khayat"
"Justin Tranter","Julia Michaels"
"Nick Monson","Julia Michaels"
"Nolan Lambroza","Julia Michaels"
"Rakim Mayers","Julia Michaels"
"Hector Delgado","Julia Michaels"
"Selena Gomez","Julia Michaels"
"Aubrey Graham","Christopher Brown"
"Joshua Huizar","Christopher Brown"
"Anderson Hernandez","Christopher Brown"
"Travis Walton","Christopher Brown"
"Tyler Bryant","Christopher Brown"
"Noah Shebib","Christopher Brown"
"Nija Charles","Christopher Brown"
"Michee Lebrun","Christopher Brown"
"Ryan Peake","Chad Kroeger"
"Mike Kroeger","Chad Kroeger"
"Daniel Adair","Chad Kroeger"
"Rodney Browning Cravens","Scot Alexander"
"Greg Kolanek","Scot Alexander"
"J. R. Richards","Scot Alexander"
"George Pendergast","Scot Alexander"
"Terius ""The-Dream"" Nash","Ciara"
"C. ""Tricky Stewart""","Ciara"
"Christopher Bridges","Ciara"
"Greg Kurstin","Sia Furler"
"Sean Paul Henriques","Sia Furler"
"Branden Campbell","Chris Allen"
"Elaine Bradley","Chris Allen"
"Tyler Glenn","Chris Allen"
"Tim Pagnotta","Chris Allen"
"Dave Bassett","Brent Smith"
"Carmen Key","Tramar Dillard"
"Kasia Livingston","Tramar Dillard"
"Mike Caren","Tramar Dillard"
"David Guetta","Tramar Dillard"
"Frédéric Riesterer","Tramar Dillard"
"Giorgio Tuinfort","Tramar Dillard"
"Jerry Bock","Mark Batson"
"Kara DioGuardi","Mark Batson"
"Mike Elizondo","Mark Batson"
"Eve","Mark Batson"
"Sheldon Harnick","Mark Batson"
"Chantal Kreviazuk","Mark Batson"
"Gwen Stefani","Mark Batson"
"Andre Young","Mark Batson"
"Todd Gaither","Sting"
"Faith Evans","Sting"
"Francisco Bautista","Ronald Bryant"
"Adam Levine","Kendrick Duckworth"
"Benjamin Levin","Kendrick Duckworth"
"John Ryan","Kendrick Duckworth"
"Jacob Kasher Hindlin","Kendrick Duckworth"
"Ammar Malik","Kendrick Duckworth"
"Kurtis McKenzie","Kendrick Duckworth"
"Jon Mills","Kendrick Duckworth"
"Alex Ben-Abdallah","Kendrick Duckworth"
"Donovan Bennett","Sean Henriques"
"Nigel Staff","Sean Henriques"
"Justin Bieber","Khaled Khaled"
"Quavious Marshall","Khaled Khaled"
"Chancelor Bennett","Khaled Khaled"
"Dwayne Carter Jr.","Khaled Khaled"
"Nicholas Balding","Khaled Khaled"
"Jason Boyd","Khaled Khaled"
"Robert Brackins III","Khaled Khaled"
"David Park","Khaled Khaled"
"Ray Jacobs","Khaled Khaled"
"Onika Maraj","Sean Anderson"
"Marcos Palacios","Sean Anderson"
"Ernest Clark","Sean Anderson"
"Marlyn Banks","Sean Anderson"
"Alonzo Miller","Sean Anderson"
"Rick James","Sean Anderson"
"Jermaine Cole","Shawn Carter"
"Alexander Grant","Shawn Carter"
"Holly Hafermann","Shawn Carter"
"Jamal Jones","Sean Garrett"
"Jason Perry","Sean Garrett"
"Nicole Scherzinger","Sean Garrett"
"Calvin Broadus","Sean Garrett"
"Steven Jordan","Sean Combs"
"Christopher Wallace","Sean Combs"
"Mason Betha","Sean Combs"
"D.J. Rogers Jr.","Sean Combs"
"Marvin Scandrick","Sean Combs"
"Michael Keith","Sean Combs"
"Daron Jones","Sean Combs"
"Quinnes Parker","Sean Combs"
"Harry Wayne Casey","Sean Combs"
"Richard Finch","Sean Combs"
"Darnell Carlton","Jordan Houston"
"Paul Beauregard","Jordan Houston"
"Premro Smith","Jordan Houston"
"Marlon Goodwin","Jordan Houston"
"David Brown","Jordan Houston"
"William Hutchinson","Jordan Houston"
"Lukasz Gottwald","Max Martin"
"Tor Erik Hermansen","Mikkel S. Eriksen"
"Shaffer Smith","Mikkel S. Eriksen"
"Michael Guy","Christopher Bridges"
"Lawrence Mizell","Christopher Bridges"
"Carl Wheeler","Christopher Bridges"
"D'wayne Wiggins","Christopher Bridges"
"Denaun Porter","Curtis Jackson"
"David Werner","Billy Idol"
"Max Martin","Adam Levine"
"Sam Martin","Adam Levine"
"Mason Levy","Adam Levine"
"Kristian Lundin","Max Martin"
"Andreas Carlsson","Max Martin"
"Shawn Carter","Clifford Harris"
"Kasseem Dean","Clifford Harris"
"Ronald Bell","Clifford Harris"
"L. Chambers, K. Gamble","Clifford Harris"
"Patti Smith","Bruce Springsteen"
"Elgin Lumpkin","Stephen Garrett"
"Tim Mosley","Stephen Garrett"
"Traci Hale","Christopher Stewart"
"Thabiso ""Tab"" Nkhereanyne","Christopher Stewart"
"Mikkel S. Eriksen","Shaffer Smith"
"Tor Erik Hermansen","Shaffer Smith"
"Danny Snodgrass, Jr.","Tyler-Justin Sharpe"
"Nicholas Mira","Tyler-Justin Sharpe"
"Rodney Jerkins","Willie Ray Norwood Jr."
"Fred Jerkins III","Willie Ray Norwood Jr."
"LaShawn Daniels","Willie Ray Norwood Jr."
"Brian Desveaux","John Hampson"
"Erika Rose","Alicia Keys"
"Jesse Shatkin","Sia Furler"
"Gregg Diamond","Marc Costanzo"
"Kanye West","Sean Anderson"
"Jeremy Felton","Sean Anderson"
"Christian Ward","Sean Anderson"
"Samuel Jimenez","Sean Anderson"
"Leland Wayne","Sean Anderson"
"Amaire Johnson","Sean Anderson"
"Paul Herman","Dido Armstrong"
"Taylor York","Hayley Williams"
"Mark Barry","Christian Burns"
"Steven McNally","Christian Burns"
"Phil Thornalley","Christian Burns"
"Troy Oliver","Elgin Lumpkin"
"Travon Potts","Rhett Lawrence"
"Ronald Spearman","Vassal Benford III"
"Chris Frantz","Mariah Carey"
"Tina Weymouth","Mariah Carey"
"Mark Hudson","Carole King"
"Greg Wells","Carole King"
"Sam Watters","Tamyra Gray"
"Louis Biancaniello","Tamyra Gray"
"Drake Cooper","Marshall Mathers"
"Luis Resto","Marshall Mathers"
"Matthew Samuels","Marshall Mathers"
"Jordan Evans","Marshall Mathers"
"Matthew Burnett","Marshall Mathers"
"Héctor Delgado","Harry Rodriques"
"Jayson Musson","Harry Rodriques"
"Kurt Hunte","Harry Rodriques"
"Greg Kurstin","Adele Adkins"
"Ronald LaTour","Aubrey Graham"
"Daveon Jackson","Aubrey Graham"
"Matthew Samuels","Aubrey Graham"
"Noah Shebib","Aubrey Graham"
"Brock Korsan","Aubrey Graham"
"Shane Lindstrom","Aubrey Graham"
"Alan Bergman","Aubrey Graham"
"Marilyn Bergman","Aubrey Graham"
"Dennis Coles","Aubrey Graham"
"Robert Diggs","Aubrey Graham"
"Gary Grice","Aubrey Graham"
"Marvin Hamlisch","Aubrey Graham"
"Lamont Hawkins","Aubrey Graham"
"Lauryn Hill","Aubrey Graham"
"Jason Hunter","Aubrey Graham"
"Russell Jones","Aubrey Graham"
"Clifford Smith","Aubrey Graham"
"Corey Woods","Aubrey Graham"
"Orville Hall","Aubrey Graham"
"Phillip Price","Aubrey Graham"
"Alexander Kronlund","Lukasz Gottwald"
"Max Martin","Lukasz Gottwald"
"Kesha Sebert","Lukasz Gottwald"
"Ryan Lewis","Ben Haggerty"
"Justin Weaver","Meghan Trainor"
"Caitlyn Smith","Meghan Trainor"
"Jon Mabe","Jessi Alexander"
"Fernando Garibay","Stefani Germanotta"
"Paul Blair","Stefani Germanotta"
"Pam Sawyer","Jermaine Dupri"
"Marilyn McLeod","Jermaine Dupri"
"Tamara Savage","Jermaine Dupri"
"Doug Corella","Donny Brown"
"Jeffrey Joseph Douglas","Donny Brown"
"Brad Vander Ark","Donny Brown"
"Brian Vander Ark","Donny Brown"
"Rick Nowels","Alex Ander"
"Antonina Armato","Selena Gomez"
"David Jost","Selena Gomez"
"Tim James","Selena Gomez"
"Emmanuel Nickerson","Abel Tesfaye"
"Carlo Montagnese","Abel Tesfaye"
"Ahmad Balshe","Abel Tesfaye"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"K'naan","Bruno Mars"
"Sam Barsh","Egbert Dawkins III"
"Daniel Seeff","Egbert Dawkins III"
"Khalil Abdul Rahman","Egbert Dawkins III"
"Elton John","Egbert Dawkins III"
"Bernie Taupin","Egbert Dawkins III"
"Marshall Mathers","Bebe Rexha"
"Robyn Fenty","Bebe Rexha"
"Aaron Kleinstub","Bebe Rexha"
"Jonathan Bellion","Bebe Rexha"
"Bryan Fryzel","Bebe Rexha"
"Maki Athanasiou","Bebe Rexha"
"Dwayne Carter","Aubrey Graham"
"Tyler Williams","Aubrey Graham"
"Micheal Stevenson (remix)","Aubrey Graham"
"Jimmy Ritchey","Jake Owen"
"Dallas Davidson","Jake Owen"
"Brian Littrell","Max Martin"
"Candy DeRouge","Gunther Mende"
"Jennifer Rush","Gunther Mende"
"Mary Susan Applegate","Gunther Mende"
"John ""Virgo"" Garrett III","Benito Benites"
"Toni C.","Benito Benites"
"Andre Young","Marshall Mathers"
"Tommy Coster","Marshall Mathers"
"Melvin Bradford","Marshall Mathers"
"Mike Elizondo","Marshall Mathers"
"Daniel Johnson","Wasalu Jaco"
"Dustin Brower","Wasalu Jaco"
"Jonathon Brown","Wasalu Jaco"
"Isaac Brock","Wasalu Jaco"
"Dann Gallucci","Wasalu Jaco"
"Eric Judy","Wasalu Jaco"
"apl.de.ap","will.i.am"
"Damien LeRoy","will.i.am"
"Franke Previte","will.i.am"
"John DeNicola","will.i.am"
"Donald Markowitz","will.i.am"
"Michael Dulaney","Keith Follesé"
"Amber Streeter","Harmony Samuels"
"Al Sherrod Lambert","Harmony Samuels"
"Jordin Sparks","Harmony Samuels"
"Malcolm McCormick","Harmony Samuels"
"Brenda Russell","Harmony Samuels"
"Teddy Geiger","Shawn Mendes"
"Geoff Warburton","Shawn Mendes"
"Scott Harris","Shawn Mendes"
"Amy Wadge","Ed Sheeran"
"Patrick Stump","Pete Wentz"
"Joe Trohman","Pete Wentz"
"Andy Hurley","Pete Wentz"
"Oji Pierce","Montell Jordan"
"Ricky Walters","Montell Jordan"
"Mick Ralphs","Paul Rodgers"
"Shep Pettibone","Madonna"
"Patrick Stump","Pete Wentz"
"Joe Trohman","Pete Wentz"
"Andy Hurley","Pete Wentz"
"Tim Kelley","Mark Andrews"
"Bob Robinson","Mark Andrews"
"Desmond Child","Mark Andrews"
"Draco Rosa","Mark Andrews"
"Armando C. Pérez","Kesha Sebert"
"Lukasz Gottwald","Kesha Sebert"
"Aaron Davis Arnold","Kesha Sebert"
"Priscilla Hamilton","Kesha Sebert"
"Jamie Sanderson","Kesha Sebert"
"Breyan Isaac","Kesha Sebert"
"Henry Walter","Kesha Sebert"
"Pebe Sebert","Kesha Sebert"
"Lee Oskar","Kesha Sebert"
"Keri Oskar","Kesha Sebert"
"Greg Errico","Kesha Sebert"
"Steve Arrington","Kesha Sebert"
"Charles Carter","Kesha Sebert"
"Waung Hankerson","Kesha Sebert"
"Roger Parker","Kesha Sebert"
"Aliaune Thiam","Faheem Najm"
"Descemer Bueno","Enrique Iglesias"
"Alexander Delgado","Enrique Iglesias"
"Randy Malcom Martinez","Enrique Iglesias"
"Sean Paul","Enrique Iglesias"
"Kanye West","Shawn Carter"
"Robyn Fenty","Shawn Carter"
"Ernest Wilson","Shawn Carter"
"Jeff Bhasker","Shawn Carter"
"Athanasios Alatas","Shawn Carter"
"Murphy Lee","Nelly"
"Ali","Nelly"
"Kyjuan","Nelly"
"Al B. Sure!","DeVante Swing"
"Rick Davies","Travis McCoy"
"Roger Hodgson","Travis McCoy"
"William Griffin","Stephen Garrett"
"David Blake","Stephen Garrett"
"Billy Nichols","Stephen Garrett"
"Rasheed Hightower","Demetrius Hardin"
"Jason Vories Pittman","Demetrius Hardin"
"Richard Stephens","Demetrius Hardin"
"Brian D Ward","Demetrius Hardin"
"William Whedbee","Demetrius Hardin"
"Lisa Lopes","Dallas Austin"
"Roger Ball","Dallas Austin"
"Robert Bell","Dallas Austin"
"Ronald Bell","Dallas Austin"
"Donald Boyce","Dallas Austin"
"George Brown","Dallas Austin"
"Malcolm Duncan","Dallas Austin"
"Steven Ferrone","Dallas Austin"
"Alan Gorrie","Dallas Austin"
"Owen McIntyre","Dallas Austin"
"Robert Mickens","Dallas Austin"
"Claydes Smith","Dallas Austin"
"Hamish Stuart","Dallas Austin"
"Dennis Thomas","Dallas Austin"
"Richard Westfield","Dallas Austin"
"Mark Hoppus","Tom DeLonge"
"Dijon McFarlane","Michael Stevenson"
"Mikely Adam","Michael Stevenson"
"Irvin Mejia","Adam Daniel"
"Warren Felder","Alessia Caracciolo"
"Coleridge Tillman","Alessia Caracciolo"
"Andrew Wansel","Alessia Caracciolo"
"Justin Franks","Alessia Caracciolo"
"Alexander Izquierdo","Niall Horan"
"John Ryan","Niall Horan"
"Julian Bunetta","Niall Horan"
"Ruth-Anne Cunningham","Niall Horan"
"Tobias Jesso Jr.","Niall Horan"
"Rob Fusari","Stefani Germanotta"
"Daryl Simmons","Babyface"
"Jason Epperson","Cornell Iral Haynes Jr."
"O'Donoghue","Frampton"
"Sheehan","Frampton"
"Kipner","Frampton"
"Aaron Clark","Mitchell Johnson"
"Dave Ferguson","Mitchell Johnson"
"John Ferguson","Mitchell Johnson"
"Roger Troutman","Mitchell Johnson"
"Larry Troutman","Mitchell Johnson"
"Patrick Stump","Pete Wentz"
"Joe Trohman","Pete Wentz"
"Andy Hurley","Pete Wentz"
"Chris Tompkins","Josh Kear"
"Chris Lindsey","Marv Green"
"Aimee Mayo","Marv Green"
"Andreas Andresen Haukeland","Amanda Ava Koci"
"William Lobban-Bean","Amanda Ava Koci"
"Madison Love","Amanda Ava Koci"
"Henry Walter","Amanda Ava Koci"
"Balewa Muhammed","Jaheim Hoagland"
"Clifton Lighty","Jaheim Hoagland"
"Edward Berkeley","Jaheim Hoagland"
"Falonte Moore","Jaheim Hoagland"
"Arkeida Clowers","Jaheim Hoagland"
"Keir Gist","Jaheim Hoagland"
"Robert Huggar","Jaheim Hoagland"
"Teddy Douglas","Crystal Waters"
"Thomas Davis","Crystal Waters"
"Jay Steinhour","Crystal Waters"
"Bernie Taupin","Elton John"
"Tionne Watkins","Dallas Austin"
"Dallas Austin","Pink"
"Kanye West","Carl Mitchell"
"Miri Ben-Ari","Carl Mitchell"
"Michael Bennett","Carl Mitchell"
"Lenny Williams","Carl Mitchell"
"Max Martin","Taylor Swift"
"Shellback","Taylor Swift"
"Ali Payami","Taylor Swift"
"James Earley","Stanley Burrell"
"Michael Kelly","Stanley Burrell"
"Louis K. Burrell","Stanley Burrell"
"Felton Pilate","Stanley Burrell"
"Chad Hugo","Justin Timberlake"
"Pharrell Williams","Justin Timberlake"
"Nate Ruess","Jeff Bhasker"
"Andrew Dost","Jeff Bhasker"
"Jack Antonoff","Jeff Bhasker"
"Mark Taylor","Paul Barry"
"Noah Shebib","Aubrey Graham"
"Michael Coleman","Aubrey Graham"
"Marcello Valenzano","Daryl Jones"
"Andre Lyon","Daryl Jones"
"DJ Khaled","Daryl Jones"
"Barry White","Daryl Jones"
"Edwin Nicholas","Daryl Jones"
"Gerald Levert","Daryl Jones"
"Terry Lewis","James Harris III"
"Rob Davis","Cathy Dennis"
"Mikkel S. Eriksen","Robyn Fenty"
"Tor Erik Hermansen","Robyn Fenty"
"Ester Dean","Robyn Fenty"
"Makeba Riddick","Robyn Fenty"
"Rob Swire","Robyn Fenty"
"Jörgen Elofsson","Kelly Clarkson"
"Ali Tamposi","Kelly Clarkson"
"David Gamson","Kelly Clarkson"
"Greg Kurstin","Kelly Clarkson"
"Phil Cody","Neil Sedaka"
"William Walton","Timmy Allen"
"John Taylor","Simon Le Bon"
"Nick Rhodes","Simon Le Bon"
"Warren Cuccurullo","Simon Le Bon"
"John Jones","Simon Le Bon"
"Steve Ferrone","Simon Le Bon"
"Maurizio Lobina","Gianfranco Randone"
"Massimo Gabutti","Gianfranco Randone"
"Rami Yacoub","Max Martin"
"Adrian Sear","Artis Ivey Jr."
"Tom Browne","Artis Ivey Jr."
"Marvin Isley","Ernie Isley"
"Chris Jasper","Ernie Isley"
"Rudolph Isley","Ernie Isley"
"O'Kelly Isley","Ernie Isley"
"Ronald Isley","Ernie Isley"
"Chris Jasper","Ernie Isley"
"DeVill","Michaels"
"Dall","Michaels"
"Rockett","Michaels"
"Max Martin","Usher Raymond IV"
"Karl Johan Schuster","Usher Raymond IV"
"Savan Kotecha","Usher Raymond IV"
"David Glass","Tramar Dillard"
"Marcus Killian","Tramar Dillard"
"Justin Franks","Tramar Dillard"
"Breyan Isaac","Tramar Dillard"
"Antonio Mobley","Tramar Dillard"
