"SOURCE","TARGET"
"23","Miley Cyrus"
"23","Jordan Houston"
"23","Cameron Thomaz"
"23","Theron Thomas"
"23","Timothy Thomas"
"23","Pierre Ramon Slaughter"
"Deja Vu [Uptown Baby]","Lord Tariq"
"Deja Vu [Uptown Baby]","Peter Gunz"
"Deja Vu [Uptown Baby]","KNS"
"Deja Vu [Uptown Baby]","Walter Becker"
"Deja Vu [Uptown Baby]","Donald Fagen"
"Same Love","Macklemore"
"Same Love","Ryan Lewis"
"Same Love","Mary Lambert"
"Same Love","Ryan Lewis"
"Same Love","Ben Haggerty"
"Same Love","Ryan Lewis"
"Same Love","Mary Lambert"
"Can't Hold Us","Macklemore"
"Can't Hold Us","Ryan Lewis"
"Can't Hold Us","Ray Dalton"
"Can't Hold Us","Ryan Lewis"
"Can't Hold Us","Ben Haggerty"
"Can't Hold Us","Ryan Lewis"
"Can't Hold Us","Ray Dalton"
"Black Or White","Michael Jackson"
"Black Or White","Michael Jackson"
"Black Or White","Bill Bottrell"
"Black Or White","Michael Jackson"
"Black Or White","Bill Bottrell"
"Rush Rush","Paula Abdul"
"Rush Rush","Peter Lord"
"Rush Rush","Vernon Jeffrey Smith"
"Rush Rush","Peter Lord"
"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion"
"Because You Loved Me (From ""Up Close & Personal"")","David Foster"
"Because You Loved Me (From ""Up Close & Personal"")","Diane Warren"
"Do You Know (What It Takes)","Robyn"
"Do You Know (What It Takes)","Denniz Pop"
"Do You Know (What It Takes)","Max Martin"
"Do You Know (What It Takes)","Robyn"
"Do You Know (What It Takes)","Herbie Crichlow"
"Do You Know (What It Takes)","Denniz Pop"
"Do You Know (What It Takes)","Max Martin"
"BedRock","Young Money"
"BedRock","Lloyd"
"BedRock","Kane Beatz"
"BedRock","Dwayne Carter"
"BedRock","Aubrey Graham"
"BedRock","Lloyd Polite"
"BedRock","Carl Lilly"
"BedRock","Onika Maraj"
"BedRock","Michael Stevenson"
"BedRock","Jarvis Mills"
"BedRock","Stephen 'Static Major' Garrett"
"Raise Your Glass","Glee Cast"
"Raise Your Glass","Max Martin"
"Raise Your Glass","Shellback"
"Raise Your Glass","Pink"
"Raise Your Glass","Max Martin"
"Raise Your Glass","Johan Schuster"
"All 4 Love","Color Me Badd"
"All 4 Love","Hittman Howie Tee"
"All 4 Love","Hittman Howie Tee"
"All 4 Love","Isaac Hayes"
"All 4 Love","Steve Cropper"
"All 4 Love","Kevin Thornton"
"All 4 Love","Sam Watters"
"All 4 Love","Mark Calderon"
"All 4 Love","Bryan Abrams"
"Brokenhearted","Brandy"
"Brokenhearted","Keith Crouch"
"Brokenhearted","Kipper Jones"
"Brokenhearted","Keith Crouch"
"Brokenhearted","Kipper Jones"
"Radioactive","Kings Of Leon"
"Radioactive","Angelo Petraglia"
"Radioactive","Jacquire King"
"Radioactive","Caleb FollowillNathan FollowillJared FollowillMatthew Followill"
"Redbone","Childish Gambino"
"Redbone","Childish Gambino"
"Redbone","Ludwig Göransson"
"Redbone","Donald Glover"
"Redbone","Ludwig Göransson"
"Redbone","Gary Cooper"
"Redbone","Bootsy Collins"
"Redbone","George Clinton"
"Someone Like You","Adele"
"Someone Like You","Adele Adkins"
"Someone Like You","Dan Wilson"
"Someone Like You","Adele Adkins"
"Someone Like You","Dan Wilson"
"Dead And Gone","T.I."
"Dead And Gone","Justin Timberlake"
"Dead And Gone","Justin Timberlake"
"Dead And Gone","Rob Knox"
"Dead And Gone","Clifford Harris, Jr."
"Dead And Gone","Justin Timberlake"
"Dead And Gone","Robin Tadross"
"S&M","Rihanna"
"S&M","Britney Spears"
"S&M","Stargate"
"S&M","Sandy Vee"
"S&M","Mikkel S. Eriksen"
"S&M","Tor Erik Hermansen"
"S&M","Sandy Wilhelm"
"S&M","Ester Dean"
"S&M","Britney Spears (remix only)"
"S&M","Laurence Tolhurst (uncredited)"
"S&M","Robert Smith (uncredited)"
"Apologize","Timbaland"
"Apologize","OneRepublic"
"Apologize","Greg Wells"
"Apologize","Ryan Tedder"
"Apologize","Timbaland"
"Apologize","Ryan Tedder"
"That's What I Like","Bruno Mars"
"That's What I Like","Shampoo Press & Curl"
"That's What I Like","The Stereotypes"
"That's What I Like","Bruno Mars"
"That's What I Like","Philip Lawrence"
"That's What I Like","Christopher Brody Brown"
"That's What I Like","James Fauntleroy"
"That's What I Like","Johnathan Yip"
"That's What I Like","Ray Romulus"
"That's What I Like","Jeremy Reeves"
"That's What I Like","Ray McCullough II"
"Bad Things","Machine Gun Kelly"
"Bad Things","Camila Cabello"
"Bad Things","The Futuristics"
"Bad Things","Colson Baker"
"Bad Things","Camila Cabello"
"Bad Things","Madison Love"
"Bad Things","Tony Scalzo"
"Bad Things","Joe Khajadourian"
"Bad Things","Alex Schwartz"
"Bad Things","Kyle “Logik” Burns"
"Stay With Me","Sam Smith"
"Stay With Me","Sam Smith"
"Stay With Me","Jimmy Napes"
"Stay With Me","Steve Fitzmaurice"
"Stay With Me","Rodney Jerkins"
"Stay With Me","Sam Smith"
"Stay With Me","James Napier"
"Stay With Me","William Phillips"
"Stay With Me","Tom Petty"
"Stay With Me","Jeff Lynne"
"Beauty And A Beat","Justin Bieber"
"Beauty And A Beat","Nicki Minaj"
"Beauty And A Beat","Max Martin"
"Beauty And A Beat","Zedd"
"Beauty And A Beat","Max Martin"
"Beauty And A Beat","Anton Zaslavski"
"Beauty And A Beat","Savan Kotecha"
"Beauty And A Beat","Onika Maraj"
"Don't Let Me Down","The Chainsmokers"
"Don't Let Me Down","Daya"
"Don't Let Me Down","The Chainsmokers"
"Don't Let Me Down","Andrew Taggart"
"Don't Let Me Down","Emily Warren"
"Don't Let Me Down","Scott Harris"
"Black And Yellow","Wiz Khalifa"
"Black And Yellow","Stargate"
"Black And Yellow","Cameron Thomaz"
"Black And Yellow","Mikkel S. Eriksen"
"Black And Yellow","Tor Erik Hermansen"
"Pocketful Of Sunshine","Natasha Bedingfield"
"Pocketful Of Sunshine","John Shanks"
"Pocketful Of Sunshine","Natasha Bedingfield"
"Pocketful Of Sunshine","Danielle Brisebois"
"Pocketful Of Sunshine","John Shanks"
"Sweet Nothing","Calvin Harris"
"Sweet Nothing","Florence Welch"
"Sweet Nothing","Calvin Harris"
"Sweet Nothing","Calvin Harris"
"Sweet Nothing","Florence Welch"
"Sweet Nothing","Kid Harpoon"
"Send My Love (To Your New Lover)","Adele"
"Send My Love (To Your New Lover)","Max Martin"
"Send My Love (To Your New Lover)","Shellback"
"Send My Love (To Your New Lover)","Adele Adkins"
"Send My Love (To Your New Lover)","Max Martin"
"Send My Love (To Your New Lover)","Shellback"
"Blow","Ke$ha"
"Blow","Dr. Luke"
"Blow","Max Martin"
"Blow","Benny Blanco"
"Blow","Kool Kojak"
"Blow","Kesha Sebert"
"Blow","Klas Åhlund"
"Blow","Lukasz Gottwald"
"Blow","Allan Grigg"
"Blow","Benjamin Levin"
"Blow","Max Martin"
"Better In Time","Leona Lewis"
"Better In Time","J. R. Rotem"
"Better In Time","J. R. Rotem"
"Better In Time","Andrea Martin"
"Sexy Chick","David Guetta"
"Sexy Chick","Akon"
"Sexy Chick","David Guetta"
"Sexy Chick","Aliaune Thiam"
"Sexy Chick","David Guetta"
"Sexy Chick","Jean-Claude Sindres"
"Sexy Chick","Sandy Vee"
"Show Me","Kid Ink"
"Show Me","Chris Brown"
"Show Me","DJ Mustard"
"Show Me","Brian Collins"
"Show Me","Christian Jones"
"Show Me","Chris Brown"
"Show Me","Dijon McFarlane"
"Show Me","Fred McFarlane"
"Show Me","Jeremih Felton"
"Show Me","Mikely Adam"
"Show Me","Allen George"
"Slow Motion","Trey Songz"
"Slow Motion","Charlie Puth"
"Slow Motion","Geoffro Cause"
"Slow Motion","Tremaine Neverson"
"Slow Motion","Charlie Puth"
"Slow Motion","Geoffrey Earley"
"Slow Motion","Jacob Kasher"
"Congratulations","Post Malone"
"Congratulations","Quavo"
"Congratulations","Metro Boomin"
"Congratulations","Frank Dukes"
"Congratulations","Louis Bell"
"Congratulations","Austin Post"
"Congratulations","Quavious Marshall"
"Congratulations","Leland Wayne"
"Congratulations","Adam Feeney"
"Congratulations","Louis Bell"
"Congratulations","Carl Rosen"
"That Don't Impress Me Much","Shania Twain"
"That Don't Impress Me Much","Robert John ""Mutt"" Lange"
"That Don't Impress Me Much","Shania Twain"
"That Don't Impress Me Much","Robert John ""Mutt"" Lange"
"Disco Inferno","The Trammps"
"Disco Inferno","Ron ""Have Mercy"" Kersey"
"Disco Inferno","Leroy Green"
"Disco Inferno","Ron ""Have Mercy"" Kersey"
"Dirty Little Secret","The All-American Rejects"
"Dirty Little Secret","Howard Benson"
"Dirty Little Secret","Nick Wheeler"
"Dirty Little Secret","Tyson Ritter"
"Don't Trust Me","3OH!3"
"Don't Trust Me","Matt Squire"
"Don't Trust Me","3OH!3"
"Don't Trust Me","Benny Blanco"
"Don't Trust Me","Sean Foreman"
"Don't Trust Me","Nathaniel Motte"
"Don't Trust Me","Benjamin Levin"
"Don't Turn Around","Ace Of Base"
"Don't Turn Around","Bryan Adams"
"Don't Turn Around","Bob Clearmountain"
"Don't Turn Around","Albert Hammond"
"Don't Turn Around","Diane Warren"
"Don't Wake Me Up","Chris Brown"
"Don't Wake Me Up","Benny Benassi"
"Don't Wake Me Up","Alle Benassi"
"Don't Wake Me Up","Free School"
"Don't Wake Me Up","William Orbit"
"Don't Wake Me Up","Brian ""BK"" Kennedy"
"Don't Wake Me Up","Alain Whyte"
"Don't Wake Me Up","Alessandro Benassi"
"Don't Wake Me Up","Brian Kennedy"
"Don't Wake Me Up","Chris Brown"
"Don't Wake Me Up","Jean-Baptiste"
"Don't Wake Me Up","Marco Benassi"
"Don't Wake Me Up","Michael McHenry"
"Don't Wake Me Up","Nick Marsh"
"Don't Wake Me Up","Ryan Buendia"
"Don't Wake Me Up","William Orbit"
"Peaches & Cream","112"
"Peaches & Cream","Mario Winans"
"Peaches & Cream","Sean Combs"
"Peaches & Cream","Daron Jones"
"Peaches & Cream","Michael Keith"
"Peaches & Cream","Marvin Scandrick"
"Peaches & Cream","Quinnes Parker"
"Peaches & Cream","Pierre Ramon Slaughter"
"Peaches & Cream","Mario Winans"
"Peaches & Cream","Jason ""Poo Bear"" Boyd"
"Peaches & Cream","Aljamaal Jones"
"Peaches & Cream","Courtney Sills"
"Return To Innocence","Enigma"
"Return To Innocence","Michael Cretu"
"Return To Innocence","Michael Cretu"
"Return To Innocence","Kuo Ying-nan"
"Return To Innocence","Kuo Hsiu-chu"
"Pieces Of Me","Ashlee Simpson"
"Pieces Of Me","John Shanks"
"Pieces Of Me","Ashlee Simpson"
"Pieces Of Me","Kara DioGuardi"
"Pieces Of Me","John Shanks"
"Bust It Baby Part 2","Plies"
"Bust It Baby Part 2","Ne-Yo"
"Bust It Baby Part 2","J.R. Rotem"
"Bust It Baby Part 2","Algernod Washington"
"Bust It Baby Part 2","Shaffer Smith"
"Bust It Baby Part 2","J.R. Rotem"
"Bust It Baby Part 2","Terry Lewis"
"Bust It Baby Part 2","Janet Jackson"
"Bust It Baby Part 2","James Harris"
"Don't Cha","The Pussycat Dolls"
"Don't Cha","Busta Rhymes"
"Don't Cha","Cee-Lo Green"
"Don't Cha","Anthony Ray"
"Don't Cha","Thomas Callaway"
"Ridin'","Chamillionaire"
"Ridin'","Krayzie Bone"
"Ridin'","Play-N-Skillz"
"Ridin'","Hakeem Seriki"
"Ridin'","Juan Salinas & Oscar Salinas"
"Ridin'","Anthony Henderson"
"Taste","Tyga"
"Taste","Offset"
"Taste","D.A. Got That Dope"
"Taste","Micheal Stevenson"
"Taste","Kiari Cephus"
"Taste","David Doman"
"Taste","Cameron Forbes"
"Saving Forever For You (From ""Beverly Hills, 90210"")","Shanice"
"Saving Forever For You (From ""Beverly Hills, 90210"")","David Foster"
"Saving Forever For You (From ""Beverly Hills, 90210"")","Diane Warren"
"All Star","Smash Mouth"
"All Star","Eric Valentine"
"All Star","Greg Camp"
"Summer","War"
"Summer","Jerry Goldstein"
"Summer","Papa Dee Allen"
"Summer","B.B. Dickerson"
"Summer","Charles Miller"
"Summer","Harold Brown"
"Summer","Howard Scott"
"Summer","Jerry Goldstein"
"Summer","Lee Oskar"
"Summer","Lonnie Jordan"
"Before I Let You Go","BLACKstreet"
"Before I Let You Go","Teddy Riley"
"Before I Let You Go","C. Hannibal"
"Before I Let You Go","D. Hollister"
"Before I Let You Go","M. Riley"
"Before I Let You Go","T. Riley"
"Before I Let You Go","L. Sylvers"
"Don't Stop The Music","Rihanna"
"Don't Stop The Music","StarGate"
"Don't Stop The Music","Tor Erik Hermansen"
"Don't Stop The Music","Mikkel S. Eriksen"
"Don't Stop The Music","Tawanna Dabney"
"Don't Stop The Music","Michael Jackson"
"Crazy","Patsy Cline"
"Crazy","Owen Bradley"
"Crazy","Willie Nelson"
"Anytime You Need A Friend","Mariah Carey"
"Anytime You Need A Friend","Walter Afanasieff"
"Anytime You Need A Friend","Mariah Carey"
"Anytime You Need A Friend","Mariah Carey"
"Anytime You Need A Friend","Walter Afanasieff"
"Body Bumpin' Yippie-Yi-Yo","Public Announcement"
"Body Bumpin' Yippie-Yi-Yo","American R&B"
"Body Bumpin' Yippie-Yi-Yo","Feloney Davis"
"Body Bumpin' Yippie-Yi-Yo","Euclid Gray"
"Body Bumpin' Yippie-Yi-Yo","Monica Gray"
"Bring Me To Life","Evanescence"
"Bring Me To Life","Paul McCoy"
"Bring Me To Life","Dave Fortman"
"Bring Me To Life","Amy Lee"
"Bring Me To Life","Ben Moody"
"Bring Me To Life","David Hodges"
"So Gone","Monica"
"So Gone","Melissa Elliott"
"So Gone","Melissa Elliott"
"So Gone","Zyah Ahmonuel"
"So Gone","Kenneth Cunningham"
"So Gone","Jamahl Rye"
"Magic Stick","Lil' Kim"
"Magic Stick","50 Cent"
"Magic Stick","Carlos ""Phantom of the Beat"" Evans"
"Magic Stick","Kimberly Jones"
"Magic Stick","Curtis Jackson III"
"Drift Away","Uncle Kracker"
"Drift Away","Dobie Gray"
"Drift Away","Steve Barri"
"Drift Away","Dan Walsh"
"Drift Away","Harvey Price"
"Drift Away","Mentor Williams"
"I Don't F**k With You","Big Sean"
"I Don't F**k With You","E-40"
"I Don't F**k With You","DJ Mustard"
"I Don't F**k With You","West"
"I Don't F**k With You","Mike Free"
"I Don't F**k With You","Key Wane"
"I Don't F**k With You","Sean Anderson"
"I Don't F**k With You","Kanye West"
"I Don't F**k With You","Dijon McFarlane"
"I Don't F**k With You","Mikely Adam"
"I Don't F**k With You","Willie Hansbro"
"I Don't F**k With You","Dacoury Natche"
"I Don't F**k With You","Dwane Weir II"
"I Don't F**k With You","Earl Stevens"
"I Don't F**k With You","D.J. Rogers"
"Get Low","Waka Flocka Flame"
"Get Low","Flo Rida"
"Get Low","Nicki Minaj"
"Get Low","Tyga"
"Get Low","DJ Speedy"
"Get Low","Breyan Issac"
"Get Low","Juaquin Malphurs"
"Get Low","Onika Maraj"
"Get Low","Michael Stevenson"
"Get Low","Tramar Dillard"
"Get Low","Harvey Miller"
"I Like That","Houston"
"I Like That","I-20"
"I Like That","Chingy"
"I Like That","Nate Dogg"
"I Like That","The Trak Starz"
"I Like That","Houston Summers"
"I Like That","Alonzo Lee"
"I Like That","Shamar Daugherty"
"I Like That","Mischke Butler"
"I Like That","Howie Bailey"
"I Like That","Nathaniel Hale"
"I Like That","Bobby Sandimanie"
"I Like That","Steve Prudholme"
"Move Ya Body","Nina Sky"
"Move Ya Body","Jabba"
"Move Ya Body","Elijah Wells"
"Move Ya Body","Lionel Bermingham"
"Move Ya Body","Nicole Albino"
"Move Ya Body","Natalie Albino"
"Move Ya Body","Cordel Burrell"
"Move Ya Body","Luis Diaz"
"Move Ya Body","Paul George"
"Move Ya Body","Curtis Bedeau"
"Move Ya Body","Gerald Charles"
"Move Ya Body","Brian George"
"Move Ya Body","Elijah Wells"
"Move Ya Body","Lionel Bermingham"
"My Place","Nelly"
"My Place","Jaheim"
"My Place","Doe Mo' Beats"
"My Place","Nelly"
"My Place","Dorian Moore"
"My Place","Randy Edelman"
"My Place","El DeBarge"
"My Place","William DeBarge"
"My Place","Etterlene DeBarge"
"My Place","Kenneth Gamble"
"My Place","Leon Huff"
"Don't You Worry Child","Swedish House Mafia"
"Don't You Worry Child","John Martin"
"Don't You Worry Child","Swedish House Mafia"
"Don't You Worry Child","Axel Hedfors"
"Don't You Worry Child","Steve Angello"
"Don't You Worry Child","Sebastian Ingrosso"
"Don't You Worry Child","John Martin Lindström"
"Don't You Worry Child","Michel Zitron"
"F**kin Problems","A$AP Rocky"
"F**kin Problems","Kendrick Lamar"
"F**kin Problems","Drake"
"F**kin Problems","2 Chainz"
"F**kin Problems","Noah ""40"" Shebib"
"F**kin Problems","C Papi"
"F**kin Problems","Rakim Mayers"
"F**kin Problems","Aubrey Graham"
"F**kin Problems","Noah Shebib"
"F**kin Problems","Kendrick Duckworth"
"F**kin Problems","Tauheed Epps"
"F**kin Problems","Stephen Garrett"
"I Need A Girl (Part One)","P. Diddy"
"I Need A Girl (Part One)","Loon"
"I Need A Girl (Part One)","Usher"
"I Need A Girl (Part One)","Mario Winans"
"I Need A Girl (Part One)","Sean Combs"
"I Need A Girl (Part One)","Sean Combs"
"I Need A Girl (Part One)","Chauncey Hawkins"
"I Need A Girl (Part One)","Mario Winans"
"I Need A Girl (Part One)","Michael Carlos Jones"
"I Need A Girl (Part One)","Adonis Shropshire"
"I Need A Girl (Part One)","Jack Knight"
"Gossip Folks","Missy ""Misdemeanor"" Elliott"
"Gossip Folks","Ludacris"
"Gossip Folks","Timbaland"
"Gossip Folks","Missy Elliott"
"Gossip Folks","Tim Mosley"
"Gossip Folks","Christopher Bridges"
"I'm Gonna Be Alright","Jennifer Lopez"
"I'm Gonna Be Alright","Nas"
"I'm Gonna Be Alright","Trackmasters"
"I'm Gonna Be Alright","Cory Rooney"
"I'm Gonna Be Alright","Jennifer Lopez"
"I'm Gonna Be Alright","Cory Rooney"
"I'm Gonna Be Alright","Troy Oliver"
"I'm Gonna Be Alright","Lorraine Cheryl Cook"
"I'm Gonna Be Alright","Ronald LaPread"
"I'm Gonna Be Alright","Jean-Claude Olivier"
"I'm Gonna Be Alright","Samuel Barnes"
"I'm Gonna Be Alright","Nasir Jones"
"I'm Gonna Be Alright","Anthony O'Brian"
"I'm Gonna Be Alright","Anthony Wright"
"I'm Gonna Be Alright","Nathaniel Chase"
"I'm Gonna Be Alright","Sylvia Robinson"
"I'm Gonna Be Alright","Denzil Foster"
"I'm Gonna Be Alright","Thomas McElroy"
"I'm Gonna Be Alright","Jay King"
"I'm Gonna Be Alright","Curtis Jackson"
"Lady Marmalade","Christina Aguilera"
"Lady Marmalade","P!nk"
"Lady Marmalade","Lil' Kim"
"Lady Marmalade","Mya"
"Lady Marmalade","Allen Toussaint"
"Lady Marmalade","Vicki Wickham"
"Lady Marmalade","Bob Crewe"
"Lady Marmalade","Kenny Nolan"
"I Don't Wanna Know","Mario Winans"
"I Don't Wanna Know","P. Diddy"
"I Don't Wanna Know","Enya"
"I Don't Wanna Know","Mario Winans"
"I Don't Wanna Know","Mario Winans"
"I Don't Wanna Know","Enya"
"I Don't Wanna Know","Nicky Ryan"
"I Don't Wanna Know","Roma Ryan"
"I Don't Wanna Know","Lo Down"
"I Don't Wanna Know","Chauncey Hawkins"
"I Don't Wanna Know","Erick Sermon"
"I Don't Wanna Know","Parrish Smith"
"Kiss Me Thru The Phone","Soulja Boy Tell 'em"
"Kiss Me Thru The Phone","Sammie"
"Kiss Me Thru The Phone","Jim Jonsin"
"Kiss Me Thru The Phone","DeAndre Way"
"Kiss Me Thru The Phone","James Scheffer"
"Kiss Me Thru The Phone","David Siege"
"Holidae In","Chingy"
"Holidae In","Snoop Dogg"
"Holidae In","Ludacris"
"Holidae In","The Trak Starz"
"Holidae In","Alonzo Lee"
"Holidae In","Shamar Daugherty"
"Holidae In","Howard Bailey, Jr"
"Holidae In","Chris Bridges"
"My Love Is The Shhh!","Somethin' For The People"
"My Love Is The Shhh!","Tamara"
"My Love Is The Shhh!","Trina"
"My Love Is The Shhh!","Somethin' for the People"
"My Love Is The Shhh!","Curtis ""Sauce"" Wilson"
"My Love Is The Shhh!","Roshad Holiday"
"My Love Is The Shhh!","Jeff ""Fuzzy"" Young"
"My Love Is The Shhh!","Tamara Powell"
"My Love Is The Shhh!","James Baker"
"My Love Is The Shhh!","Melvin Young"
"Let's Go","Trick Daddy"
"Let's Go","Twista"
"Let's Go","Lil Jon"
"Let's Go","Jim Jonsin"
"Let's Go","Bigg D"
"Let's Go","B. Daisley"
"Let's Go","M. Marshall"
"Let's Go","R. Rhoads"
"Let's Go","J. Scheffer"
"Let's Go","J. Smith"
"Let's Go","M. Young"
"Let's Go","C. Young"
"Down 4 U","Irv Gotti Presents The Inc."
"Down 4 U","Vita"
"Down 4 U","Ja Rule"
"Down 4 U","Ashanti"
"Down 4 U","Charli Baltimore"
"Down 4 U","Irv Gotti"
"Down 4 U","7 Aurelius"
"Down 4 U","Jeffery Atkins"
"Down 4 U","7 Aurelius"
"Down 4 U","Irving Lorenzo"
"Down 4 U","Ashanti Douglas"
"Down 4 U","Tiffany Lane"
"Down 4 U","LaVita Raynor"
"Down 4 U","Larry Troutman"
"Down 4 U","Roger Troutman"
"Mi Gente","J Balvin"
"Mi Gente","Willy William"
"Mi Gente","Beyonce"
"Mi Gente","Willy William"
"Mi Gente","José Osorio"
"Mi Gente","Willy William"
"Mi Gente","Adam Assad"
"Mi Gente","Andrés David Restrepo"
"Mi Gente","Mohombi Nzasi Moupondo"
"Good For Me","Amy Grant"
"Good For Me","Keith Thomas"
"Good For Me","Amy Grant"
"Good For Me","Tom Snow"
"Good For Me","Jay Gruska"
"Good For Me","Wayne Kirkpatrick"
"I Wanna Love You Forever","Jessica Simpson"
"I Wanna Love You Forever","Louis Biancaniello"
"I Wanna Love You Forever","Sam Watters"
"I Wanna Love You Forever","Louis Biancaniello"
"I Wanna Love You Forever","Sam Watters"
"Fill Me In","Craig David"
"Fill Me In","Mark Hill"
"Fill Me In","Craig David"
"Fill Me In","Mark Hill"
"Get The Party Started","P!nk"
"Get The Party Started","Linda Perry"
"Get The Party Started","Linda Perry"
"How To Love","Lil Wayne"
"How To Love","Drum Up"
"How To Love","Detail"
"How To Love","Dwayne Carter, Jr."
"How To Love","Marcus Boyd"
"How To Love","LaMar Seymour"
"How To Love","LaNelle Seymour"
"How To Love","Jermaine Preyan"
"How To Love","Noel Fisher"
"I'm Not The Only One","Sam Smith"
"I'm Not The Only One","Jimmy Napes"
"I'm Not The Only One","Steve Fitzmaurice"
"I'm Not The Only One","Sam Smith"
"I'm Not The Only One","James Napier"
"Macarena (Bayside Boys Mix)","Los Del Rio"
"Macarena (Bayside Boys Mix)","Los del Río"
"Macarena (Bayside Boys Mix)","Rafael Ruiz Perdigones"
"Macarena (Bayside Boys Mix)","Antonio Romero Monge"
"Everything You Want","Vertical Horizon"
"Everything You Want","Mark Endert"
"Everything You Want","Ben Grosse"
"Everything You Want","Matthew Scannell"
"My Immortal","Evanescence"
"My Immortal","Dave Fortman"
"My Immortal","Moody"
"My Immortal","Amy Lee"
"My Immortal","Ben Moody"
"My Happy Ending","Avril Lavigne"
"My Happy Ending","Butch Walker"
"My Happy Ending","Avril Lavigne"
"My Happy Ending","Butch Walker"
"Give Your Heart A Break","Demi Lovato"
"Give Your Heart A Break","Alexander"
"Give Your Heart A Break","Steinberg"
"Give Your Heart A Break","Josh Alexander"
"Give Your Heart A Break","Billy Steinberg"
"I Knew I Loved You","Savage Garden"
"I Knew I Loved You","Daniel Jones"
"I Knew I Loved You","Darren Hayes"
"I Knew I Loved You","Walter Afanasieff"
"I Knew I Loved You","Daniel Jones"
"I Knew I Loved You","Darren Hayes"
"No One","Alicia Keys"
"No One","Alicia Keys"
"No One","Kerry ""Krucial"" Brothers"
"No One","Alicia Keys"
"No One","Kerry Brothers Jr."
"No One","George M. Harry"
"Last Kiss","Taylor Swift"
"Last Kiss","Taylor Swift"
"Last Kiss","Nathan Chapman"
"Last Kiss","Taylor Swift"
"Ice Ice Baby","Vanilla Ice"
"Ice Ice Baby","Vanilla Ice"
"Ice Ice Baby","Robert Van Winkle"
"Ice Ice Baby","Mario Johnson"
"Ice Ice Baby","Brian May"
"Ice Ice Baby","David Bowie"
"Ice Ice Baby","Freddie Mercury"
"Ice Ice Baby","John Deacon"
"Ice Ice Baby","Roger Taylor"
"I Swear","All-4-One"
"I Swear","Scott Hendricks"
"I Swear","Gary Baker"
"I Swear","Frank J. Myers"
"I Want It That Way","Backstreet Boys"
"I Want It That Way","Kristian Lundin"
"I Want It That Way","Max Martin"
"I Want It That Way","Andreas Carlsson"
"I Want It That Way","Max Martin"
"Follow Me","Uncle Kracker"
"Follow Me","Kid Rock"
"Follow Me","Michael Bradford"
"Follow Me","Matthew Shafer"
"Follow Me","Michael Bradford"
"In Those Jeans","Ginuwine"
"In Those Jeans","Jerry ""Juke"" Vines"
"In Those Jeans","Harvey ""The Rook"" Hester (co.)"
"In Those Jeans","Ginuwine (co.)"
"In Those Jeans","Elgin Lumpkin"
"In Those Jeans","Harvey Hester"
"Far Away","Nickelback"
"Far Away","Nickelback"
"Far Away","Chad Kroeger"
"Far Away","Ryan Peake"
"Far Away","Mike Kroeger"
"Far Away","Daniel Adair"
"Need You Now","Glee Cast"
"Need You Now","Lady A"
"Need You Now","Paul Worley"
"Need You Now","Hillary Scott"
"Need You Now","Charles Kelley"
"Need You Now","Dave Haywood"
"Need You Now","Josh Kear"
"Love Takes Time","Mariah Carey"
"Love Takes Time","Walter Afanasieff"
"Love Takes Time","Mariah Carey"
"Love Takes Time","Ben Margulies"
"How You Gonna Act Like That","Tyrese"
"How You Gonna Act Like That","The Underdogs"
"How You Gonna Act Like That","Tyrese Gibson"
"How You Gonna Act Like That","Harvey Mason Jr."
"How You Gonna Act Like That","Damon Thomas"
"How You Gonna Act Like That","Eric Dawkins"
"I Don't Want To Be","Gavin DeGraw"
"I Don't Want To Be","Mark Endert"
"I Don't Want To Be","Gavin DeGraw"
"I Wanna Go","Britney Spears"
"I Wanna Go","Max Martin"
"I Wanna Go","Shellback"
"I Wanna Go","Max Martin"
"I Wanna Go","Savan Kotecha"
"I Wanna Go","Shellback"
"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory"
"Gonna Make You Sweat (Everybody Dance Now)","Robert Clivillés"
"Gonna Make You Sweat (Everybody Dance Now)","David Cole"
"Gonna Make You Sweat (Everybody Dance Now)","Robert Clivillés"
"Gonna Make You Sweat (Everybody Dance Now)","Fredrick B. Williams"
"Make It Happen","Mariah Carey"
"Make It Happen","David Cole"
"Make It Happen","Robert Clivillés"
"Make It Happen","Mariah Carey"
"Make It Happen","Mariah Carey"
"Make It Happen","David Cole"
"Make It Happen","Robert Clivilés"
"Jumpin', Jumpin'","Destiny's Child"
"Jumpin', Jumpin'","Beyoncé Knowles"
"Jumpin', Jumpin'","Chad Elliott"
"Jumpin', Jumpin'","Jovonn Alexander"
"Jumpin', Jumpin'","Rufus Moore"
"Jumpin', Jumpin'","Chad Elliott"
"Jumpin', Jumpin'","Beyoncé Knowles"
"Low","Kelly Clarkson"
"Low","Clif Magness"
"Low","Jimmy Harry"
"Mockingbird","Eminem"
"Mockingbird","Eminem"
"Mockingbird","Luis Resto"
"Mockingbird","Marshall Mathers"
"Mockingbird","Luis Resto"
"Feel Good Inc.","Gorillaz"
"Feel Good Inc.","Gorillaz"
"Feel Good Inc.","Danger Mouse"
"Feel Good Inc.","Jason Cox"
"Feel Good Inc.","James Dring"
"Feel Good Inc.","Damon Albarn"
"Feel Good Inc.","David Jolicoeur"
